timestamp,node_id,packet_type,direction,size_bytes,source_ip,dest_ip,protocol,sequence_number,temperature_value,is_spoofed,attack_pattern,network_delay,packet_loss,rssi,sinr,tx_power,data_rate,retransmission_count,congestion_window,queue_delay,hop_count
1.037741857,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,1,22.576289290904082,False,None,0.002,3.0,-78.19680132423706,16.803198675762943,20.0,65.0,0,10,0,1
1.350421688,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,1,24.609454039038813,False,None,0.002,3.0,-72.16782763500532,22.832172364994676,20.0,65.0,0,10,0,1
1.620225631,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,1,23.75983504803548,False,None,0.002,3.0,-59.515185943757004,35.484814056242996,20.0,65.0,0,10,0,1
1.792080318,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,1,23.079027349574652,False,None,0.002,3.0,-65.07639020062754,29.923609799372457,20.0,65.0,0,10,0,1
1.894861244,4,BENIGN,tx,126,10.0.0.5,10.0.1.2,UDP,1,19.879756634371702,False,None,0.002,3.0,-49.31563686621015,45.68436313378985,20.0,65.0,0,10,0,1
2.040928398,5,BENIGN,tx,126,10.0.0.6,10.0.1.2,UDP,1,21.537453901594382,False,None,0.002,3.0,-52.39779171901187,42.60220828098813,20.0,65.0,0,10,0,1
2.516123074,7,BENIGN,tx,126,10.0.0.8,10.0.1.2,UDP,1,23.564948293634263,False,None,0.002,3.0,-63.390862330893675,31.609137669106325,20.0,65.0,0,10,0,1
2.608778117,6,BENIGN,tx,126,10.0.0.7,10.0.1.2,UDP,1,23.848210320470685,False,None,0.002,3.0,-59.491278114257625,35.508721885742375,20.0,65.0,0,10,0,1
2.806928057,9,BENIGN,tx,126,10.0.0.10,10.0.1.2,UDP,1,21.65925396395116,False,None,0.002,3.0,-73.42811369887724,21.57188630112276,20.0,65.0,0,10,0,1
2.812145892,8,BENIGN,tx,126,10.0.0.9,10.0.1.2,UDP,1,22.334875403349113,False,None,0.002,3.0,-72.89296049538683,22.10703950461317,20.0,65.0,0,10,0,1
2.96154266,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,2,21.454952116668178,False,None,0.002,3.0,-75.77363231512659,19.22636768487341,20.0,65.0,0,10,0,1
3.056833289,10,BENIGN,tx,126,10.0.0.11,10.0.1.2,UDP,1,24.88657127048203,False,None,0.002,3.0,-74.05130877599326,20.948691224006737,20.0,65.0,0,10,0,1
3.375753626,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,2,25.164424029052793,False,None,0.002,3.0,-74.85465479140537,20.145345208594634,20.0,65.0,0,10,0,1
3.456998129,11,BENIGN,tx,126,10.0.0.12,10.0.1.2,UDP,1,22.973968913100453,False,None,0.002,3.0,-74.9074990540759,20.0925009459241,20.0,65.0,0,10,0,1
3.600070839,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,2,19.947809559595992,False,None,0.002,3.0,-64.81799361453633,30.182006385463666,20.0,65.0,0,10,0,1
3.761766316,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,2,23.33227698517488,False,None,0.002,3.0,-67.82159055352673,27.178409446473268,20.0,65.0,0,10,0,1
3.770513393,13,BENIGN,tx,126,10.0.0.14,10.0.1.2,UDP,1,21.76128781544957,False,None,0.002,3.0,-64.88500156827995,30.114998431720053,20.0,65.0,0,10,0,1
3.795655274,12,BENIGN,tx,126,10.0.0.13,10.0.1.2,UDP,1,20.722172201417205,False,None,0.002,3.0,-70.96586005808221,24.034139941917786,20.0,65.0,0,10,0,1
