timestamp,node_id,fire_intensity,spread_rate,wind_effect_x,wind_effect_y,neighbor_influence,ignition_probability,radiative_heat,convective_heat,fuel_remaining,suppression_effect,reignition_count
1.037741857,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.350421688,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.620225631,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.792080318,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.894861244,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.040928398,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.516123074,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.608778117,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.806928057,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.812145892,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.96154266,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.056833289,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.375753626,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.456998129,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.600070839,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.761766316,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.770513393,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.795655274,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.87155373,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.959674245,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.020406072,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.026889093,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.249808023,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.474257443,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.563240003,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.585925797,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.703128904,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.728788465,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.817200681,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.011695062,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
