timestamp,node_id,packet_type,direction,size_bytes,source_ip,dest_ip,protocol,sequence_number,temperature_value,is_spoofed,attack_pattern,network_delay,packet_loss,rssi,sinr,tx_power,data_rate,retransmission_count,congestion_window,queue_delay,hop_count
1.222912192,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,1,23.234168645535252,False,None,0.002,3.0,-55.871479785993934,39.128520214006066,20.0,65.0,0,10,0,1
1.352285918,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,1,25.07185970940879,False,None,0.002,3.0,-64.2379057440885,30.762094255911506,20.0,65.0,0,10,0,1
1.513949138,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,1,24.4861392977307,False,None,0.002,3.0,-49.776065924833944,45.223934075166056,20.0,65.0,0,10,0,1
1.744693982,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,1,24.720197058898524,False,None,0.002,3.0,-54.71271307780885,40.28728692219115,20.0,65.0,0,10,0,1
1.839895988,4,BENIGN,tx,126,10.0.0.5,10.0.1.2,UDP,1,21.009360671525577,False,None,0.002,3.0,-67.30388445684703,27.69611554315297,20.0,65.0,0,10,0,1
2.0,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,2,22.87473733230165,False,None,0.002,3.0,-59.233814096882945,35.766185903117055,20.0,65.0,0,10,0,1
2.116395443,5,BENIGN,tx,126,10.0.0.6,10.0.1.2,UDP,1,22.629527131812967,False,None,0.002,3.0,-66.64332788205044,28.356672117949557,20.0,65.0,0,10,0,1
2.250500715,6,BENIGN,tx,126,10.0.0.7,10.0.1.2,UDP,1,24.13106203022782,False,None,0.002,3.0,-64.75610752349442,30.24389247650558,20.0,65.0,0,10,0,1
2.538986802,7,BENIGN,tx,126,10.0.0.8,10.0.1.2,UDP,1,22.287081734119262,False,None,0.002,3.0,-62.68399704155138,32.31600295844862,20.0,65.0,0,10,0,1
2.917842222,8,BENIGN,tx,126,10.0.0.9,10.0.1.2,UDP,1,20.58870679555951,False,None,0.002,3.0,-62.032596469623655,32.967403530376345,20.0,65.0,0,10,0,1
2.982416089,9,BENIGN,tx,126,10.0.0.10,10.0.1.2,UDP,1,22.965488045732396,False,None,0.002,3.0,-67.69962521358634,27.300374786413656,20.0,65.0,0,10,0,1
3.185090484,10,BENIGN,tx,126,10.0.0.11,10.0.1.2,UDP,1,22.99850065305943,False,None,0.002,3.0,-68.1197199525748,26.880280047425202,20.0,65.0,0,10,0,1
3.281553945,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,2,20.046801825952606,False,None,0.002,3.0,-63.732584378961484,31.267415621038516,20.0,65.0,0,10,0,1
3.302291613,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,3,20.732780181142978,False,None,0.002,3.0,-58.09347978607972,36.90652021392028,20.0,65.0,0,10,0,1
3.304753515,11,BENIGN,tx,126,10.0.0.12,10.0.1.2,UDP,1,23.874977912836687,False,None,0.002,3.0,-64.06450188958382,30.935498110416177,20.0,65.0,0,10,0,1
3.468227027,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,2,22.597788026333415,False,None,0.002,3.0,-49.689956733749504,45.310043266250496,20.0,65.0,0,10,0,1
3.533488911,12,BENIGN,tx,126,10.0.0.13,10.0.1.2,UDP,1,20.091222889840918,False,None,0.002,3.0,-71.77480824506411,23.225191754935892,20.0,65.0,0,10,0,1
3.69130376,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,2,23.17091515270782,False,None,0.002,3.0,-56.28111043387093,38.71888956612907,20.0,65.0,0,10,0,1
3.826971974,4,BENIGN,tx,126,10.0.0.5,10.0.1.2,UDP,2,20.734975085600794,False,None,0.002,3.0,-66.47878688773848,28.52121311226152,20.0,65.0,0,10,0,1
3.938468587,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,4,24.097888139072932,False,None,0.002,3.0,-54.980469121920216,40.019530878079784,20.0,65.0,0,10,0,1
4.068327294,13,BENIGN,tx,126,10.0.0.14,10.0.1.2,UDP,1,22.62183951913105,False,None,0.002,3.0,-70.23178012231993,24.768219877680067,20.0,65.0,0,10,0,1
4.076320201,5,BENIGN,tx,126,10.0.0.6,10.0.1.2,UDP,2,23.84666248644098,False,None,0.002,3.0,-68.38503130174672,26.61496869825328,20.0,65.0,0,10,0,1
4.124017693,14,BENIGN,tx,126,10.0.0.15,10.0.1.2,UDP,1,23.408362543541383,False,None,0.002,3.0,-69.7889025968189,25.2110974031811,20.0,65.0,0,10,0,1
4.215160714,6,BENIGN,tx,126,10.0.0.7,10.0.1.2,UDP,2,23.1492788748766,False,None,0.002,3.0,-62.13285053532047,32.86714946467953,20.0,65.0,0,10,0,1
4.285569324,16,BENIGN,tx,126,10.0.0.17,10.0.1.2,UDP,1,21.509158333860867,False,None,0.002,3.0,-75.54809355194058,19.451906448059418,20.0,65.0,0,10,0,1
4.304565503,15,BENIGN,tx,126,10.0.0.16,10.0.1.2,UDP,1,24.3762616412016,False,None,0.002,3.0,-73.06964281436214,21.93035718563786,20.0,65.0,0,10,0,1
4.523370864,7,BENIGN,tx,126,10.0.0.8,10.0.1.2,UDP,2,22.487248532214366,False,None,0.002,3.0,-61.94329138656231,33.05670861343769,20.0,65.0,0,10,0,1
4.681701247,18,DROPPED,tx,0,,,UDP,0,24.147023321264975,False,None,0,0,,,,,0,10,0,1
4.764563399,17,BENIGN,tx,126,10.0.0.18,10.0.1.2,UDP,1,21.083920907629526,False,None,0.002,3.0,-70.97230315239973,24.027696847600268,20.0,65.0,0,10,0,1
4.849494739,8,BENIGN,tx,126,10.0.0.9,10.0.1.2,UDP,2,22.331833162798546,False,None,0.002,3.0,-63.93409423363268,31.065905766367322,20.0,65.0,0,10,0,1
4.989727721,19,BENIGN,tx,126,10.0.0.20,10.0.1.2,UDP,1,22.913038167539273,False,None,0.002,3.0,-77.93315846562187,17.066841534378128,20.0,65.0,0,10,0,1
5.0,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,3,21.626511764332868,False,None,0.002,3.0,-64.11949315204608,30.880506847953924,20.0,65.0,0,10,0,1
5.024946278,9,BENIGN,tx,126,10.0.0.10,10.0.1.2,UDP,2,24.35049112403945,False,None,0.002,3.0,-66.00214431931934,28.997855680680658,20.0,65.0,0,10,0,1
5.140197946,10,BENIGN,tx,126,10.0.0.11,10.0.1.2,UDP,2,24.283765211074268,False,None,0.002,3.0,-69.27138296382346,25.728617036176544,20.0,65.0,0,10,0,1
5.204814748,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,4,22.946672535050734,False,None,0.002,3.0,-67.1803729698354,27.819627030164597,20.0,65.0,0,10,0,1
5.238451589,11,BENIGN,tx,126,10.0.0.12,10.0.1.2,UDP,2,24.266415531939025,False,None,0.002,3.0,-66.80441219694062,28.195587803059382,20.0,65.0,0,10,0,1
5.276888601,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,5,23.610167447093914,False,None,0.002,3.0,-61.24759074652102,33.75240925347898,20.0,65.0,0,10,0,1
5.424624333,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,3,22.534257566171203,False,None,0.002,3.0,-48.648808443475595,46.351191556524405,20.0,65.0,0,10,0,1
5.611893913,12,BENIGN,tx,126,10.0.0.13,10.0.1.2,UDP,2,23.65283683015669,False,None,0.002,3.0,-67.32751273955287,27.672487260447127,20.0,65.0,0,10,0,1
5.702376888,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,3,21.863777078687338,False,None,0.002,3.0,-56.31895110781504,38.68104889218496,20.0,65.0,0,10,0,1
5.793086821,4,BENIGN,tx,126,10.0.0.5,10.0.1.2,UDP,3,24.40517433573168,False,None,0.002,3.0,-63.64963886698555,31.350361133014452,20.0,65.0,0,10,0,1
5.877263171,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,6,23.206651698450358,False,None,0.002,3.0,-55.93277455275524,39.06722544724476,20.0,65.0,0,10,0,1
6.002064057,5,BENIGN,tx,126,10.0.0.6,10.0.1.2,UDP,3,24.11935875813348,False,None,0.002,3.0,-69.03947947295269,25.960520527047308,20.0,65.0,0,10,0,1
6.099308193,14,BENIGN,tx,126,10.0.0.15,10.0.1.2,UDP,2,24.557958515555043,False,None,0.002,3.0,-70.36867051956344,24.631329480436563,20.0,65.0,0,10,0,1
6.11241441,13,BENIGN,tx,126,10.0.0.14,10.0.1.2,UDP,2,23.415825287977786,False,None,0.002,3.0,-68.81075229425602,26.18924770574398,20.0,65.0,0,10,0,1
6.229800109,15,BENIGN,tx,126,10.0.0.16,10.0.1.2,UDP,2,24.122357305881685,False,None,0.002,3.0,-77.3071290031191,17.6928709968809,20.0,65.0,0,10,0,1
6.279705307,6,BENIGN,tx,126,10.0.0.7,10.0.1.2,UDP,3,23.173279812428458,False,None,0.002,3.0,-64.03220324160002,30.967796758399984,20.0,65.0,0,10,0,1
6.313143852,16,BENIGN,tx,126,10.0.0.17,10.0.1.2,UDP,2,23.73944725348094,False,None,0.002,3.0,-74.39161203805834,20.60838796194166,20.0,65.0,0,10,0,1
6.549140087,7,BENIGN,tx,126,10.0.0.8,10.0.1.2,UDP,3,21.624207281596117,False,None,0.002,3.0,-62.214838167559066,32.785161832440934,20.0,65.0,0,10,0,1
6.604078899,18,BENIGN,tx,126,10.0.0.19,10.0.1.2,UDP,1,21.033486790228174,False,None,0.002,3.0,-71.61732667217706,23.382673327822943,20.0,65.0,0,10,0,1
6.84370384,17,BENIGN,tx,126,10.0.0.18,10.0.1.2,UDP,2,24.896477141107777,False,None,0.002,3.0,-72.8543432744957,22.145656725504296,20.0,65.0,0,10,0,1
6.884864448,8,BENIGN,tx,126,10.0.0.9,10.0.1.2,UDP,3,23.157147987678172,False,None,0.002,3.0,-66.38346031193184,28.61653968806816,20.0,65.0,0,10,0,1
6.944148982,19,BENIGN,tx,126,10.0.0.20,10.0.1.2,UDP,2,21.39017087637781,False,None,0.002,3.0,-73.45488084022483,21.54511915977517,20.0,65.0,0,10,0,1
7.00084632,9,BENIGN,tx,126,10.0.0.10,10.0.1.2,UDP,3,25.231367981715568,False,None,0.002,3.0,-67.72022790531362,27.27977209468638,20.0,65.0,0,10,0,1
7.032587402,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,5,23.39282651280448,False,None,0.002,3.0,-63.15655023782204,31.84344976217796,20.0,65.0,0,10,0,1
7.141328797,10,BENIGN,tx,126,10.0.0.11,10.0.1.2,UDP,3,24.63348421069172,False,None,0.002,3.0,-74.21564072034688,20.784359279653117,20.0,65.0,0,10,0,1
7.164491188,11,BENIGN,tx,126,10.0.0.12,10.0.1.2,UDP,3,23.65683648502426,False,None,0.002,3.0,-71.37000392868659,23.629996071313414,20.0,65.0,0,10,0,1
7.229865002,0,BENIGN,tx,126,10.0.0.1,10.0.1.2,UDP,6,24.721277007104206,False,None,0.002,3.0,-62.6295873246734,32.3704126753266,20.0,65.0,0,10,0,1
7.299477247,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,7,23.4036852644173,False,None,0.002,3.0,-57.54194992081254,37.45805007918746,20.0,65.0,0,10,0,1
7.478218429,2,BENIGN,tx,126,10.0.0.3,10.0.1.2,UDP,4,22.497176161125857,False,None,0.002,3.0,-53.26793833474044,41.73206166525956,20.0,65.0,0,10,0,1
7.53449267,12,BENIGN,tx,126,10.0.0.13,10.0.1.2,UDP,3,20.99283974592445,False,None,0.002,3.0,-65.32902820330489,29.670971796695113,20.0,65.0,0,10,0,1
7.764694731,3,BENIGN,tx,126,10.0.0.4,10.0.1.2,UDP,4,21.661447352678117,False,None,0.002,3.0,-58.77501197607955,36.22498802392045,20.0,65.0,0,10,0,1
7.81130969,1,BENIGN,tx,126,10.0.0.2,10.0.1.2,UDP,8,24.643447641159803,False,None,0.002,3.0,-58.41164535844871,36.58835464155129,20.0,65.0,0,10,0,1
7.865533124,4,BENIGN,tx,126,10.0.0.5,10.0.1.2,UDP,4,23.65555573742439,False,None,0.002,3.0,-62.92693421563839,32.07306578436161,20.0,65.0,0,10,0,1
8.030881496,5,BENIGN,tx,126,10.0.0.6,10.0.1.2,UDP,4,22.564659862734835,False,None,0.002,3.0,-68.20263971165355,26.797360288346454,20.0,65.0,0,10,0,1
8.12194079,14,BENIGN,tx,126,10.0.0.15,10.0.1.2,UDP,3,20.836587927570715,False,None,0.002,3.0,-69.74907664676189,25.250923353238107,20.0,65.0,0,10,0,1
8.130874801,13,BENIGN,tx,126,10.0.0.14,10.0.1.2,UDP,3,20.204128504905565,False,None,0.002,3.0,-71.80071854198783,23.199281458012166,20.0,65.0,0,10,0,1
8.194555417,15,BENIGN,tx,126,10.0.0.16,10.0.1.2,UDP,3,21.325361298757652,False,None,0.002,3.0,-74.59862051328174,20.401379486718255,20.0,65.0,0,10,0,1
