timestamp,node_id,fire_intensity,spread_rate,wind_effect_x,wind_effect_y,neighbor_influence,ignition_probability,radiative_heat,convective_heat,fuel_remaining,suppression_effect,reignition_count
1.222912192,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.352285918,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.513949138,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.744693982,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
1.839895988,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.116395443,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.250500715,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.538986802,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.917842222,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
2.982416089,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.185090484,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.281553945,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.302291613,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.304753515,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.468227027,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.533488911,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.69130376,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.826971974,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
3.938468587,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.068327294,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.076320201,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.124017693,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.215160714,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.285569324,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.304565503,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.523370864,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.764563399,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.849494739,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
4.989727721,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.024946278,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.140197946,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.204814748,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.238451589,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.276888601,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.424624333,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.611893913,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.702376888,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.793086821,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
5.877263171,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.002064057,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.099308193,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.11241441,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.229800109,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.279705307,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.313143852,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.549140087,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.604078899,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.84370384,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.884864448,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
6.944148982,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.00084632,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.032587402,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.141328797,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.164491188,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.229865002,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.299477247,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.478218429,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.53449267,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.764694731,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.81130969,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
7.865533124,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.030881496,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.12194079,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.130874801,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.194555417,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.26085304,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.29309765,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.510171123,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.665238095,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.846148745,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.911119558,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.919273601,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
8.964950276,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.091434924,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.104350643,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.107838822,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.209577113,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.234437328,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.451295203,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.455323906,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.70181031,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.787220768,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.801462483,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
9.989907567,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.055812514,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.089531964,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.141112476,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.195748205,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.323272351,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.5539248,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.593969156,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.841339076,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.847957497,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.867968697,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
10.963674896,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.065761947,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.097182852,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.128759524,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.217732618,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.258570749,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.39815719,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.462851307,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.7000658,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.76723734,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.81562635,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
11.943730047,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.021423614,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.069408726,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.142282853,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.14779566,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.263901279,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.477083483,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.621012665,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.783196239,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.787995851,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
12.897446528,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.124423521,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.141040611,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.194597344,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.209372731,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.218555074,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.417093087,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.431601891,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.670679106,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.762773972,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.787477728,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.94034039,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
13.97819382,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.010830023,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.113556702,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.167768109,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.324079366,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.506380652,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.650826848,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.768967211,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.832103177,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
14.94032426,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.085992648,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.149575327,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.197597735,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.224766696,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.237500651,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.40887603,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.421224505,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.626180979,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.749417446,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.785535504,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.948666775,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
15.955269888,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.152546792,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.158213964,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.359702853,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.493513723,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.578671866,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.73960538,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.850662112,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.853296581,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
16.910644164,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.101078661,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.137809846,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.172954536,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.193651233,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.204570197,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.425584752,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.442614531,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.640864199,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.692641419,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.736428229,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.812855474,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.947342261,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
17.96602891,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.144435956,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.208057329,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.312688488,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.519025748,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.542338311,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.664984669,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.813828413,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.851092886,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
18.970131156,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.122070634,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.153889797,11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.18925782,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.248212244,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.392179623,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.422307669,12,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.66867099,4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.718402239,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.768674618,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.812006055,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
19.955294588,14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.025064626,13,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.196229669,15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.236060362,6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.245574194,16,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.505099559,18,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.57233301,7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.664051574,19,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.853547107,17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
20.876280002,8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
21.032109988,9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0
